MATCH_SCORE,ID_1,NAME_1,HOSTNAME_1,NEIGHB_1,LATITUDE_1,LONGITUDE_1,ROOM_TYPE_1,ID_2,NAME_2,HOSTNAME_2,NEIGHB_2,LATITUDE_2,LONGITUDE_2,ROOM_TYPE_2
91,616243,central apartament Rome near subway,Francesca,VII San Giovanni/Cinecittà,4187388,1251784,Entire home/apt,27637916,Apartment in the center of Rome,Francesco,VII San Giovanni/Cinecittà,4188384,1251197,Entire home/apt
91,1000327,Rome St. Peter,Stefano,XII Monte Verde,4187735,1244815,Entire home/apt,22609324,"Costantino Terzo Residence, Roma St.Pietro",Stefano,I Centro Storico,4191215,1245669,Entire home/apt
90,832679,LT Rooms - triple/private bathroom,Gaetano,XIII Aurelia,4189947,1243647,Private room,270065,LT Rooms - double/private bathroom,Gaetano,XIII Aurelia,4190101,1243795,Private room
90,834741,LT Rooms-quadruple/private bathroom,Gaetano,XIII Aurelia,4190086,1243748,Private room,270065,LT Rooms - double/private bathroom,Gaetano,XIII Aurelia,4190101,1243795,Private room
90,711057,Gelsomina room in S.Pietro Double,Mattia,I Centro Storico,419063,1245823,Private room,339919,Gelsomina room in S.Pietro triple,Mattia,I Centro Storico,4190782,1245757,Private room
90,783309,"The ""ingegno"" room & organic breakfast @mammarampa",Claudia & Livia,XIII Aurelia,4189624,1245133,Private room,757216,"""Comodona"" room & organic breakfast @mammarampa",Claudia & Livia,XIII Aurelia,4189637,1245103,Private room
90,817475,IL BOOM B&B TRASTEVERE - MAGNANI,Angelo,I Centro Storico,4188531,1246677,Private room,800652,IL BOOM B&B TRASTEVERE Room LOREN,Angelo,I Centro Storico,4188427,1246515,Private room
90,1045646,MONTI ACCOMODATION&STUDIO 4 CANTONI,Orizio & Silvia,I Centro Storico,4189662,1249645,Entire home/apt,812342,MONTI ACCOMODATION & LOFT 4 CANTONI,Orizio & Silvia,I Centro Storico,4189675,1249668,Entire home/apt
90,817513,IL BOOM B&B TRASTEVERE - Room VITTI,Angelo,I Centro Storico,4188466,1246524,Private room,817475,IL BOOM B&B TRASTEVERE - MAGNANI,Angelo,I Centro Storico,4188531,1246677,Private room
90,834741,LT Rooms-quadruple/private bathroom,Gaetano,XIII Aurelia,4190086,1243748,Private room,832679,LT Rooms - triple/private bathroom,Gaetano,XIII Aurelia,4189947,1243647,Private room
90,838414,Graziosa camera vicino al Centro!,Paolo,XIII Aurelia,4189704,124309,Private room,838400,Graziosa camera vicino al Vaticano!,Paolo,XIII Aurelia,4189786,1243511,Private room
90,855912,Fori Up 4 pax in the heart of Roma,Luca,I Centro Storico,418921,1248527,Entire home/apt,852680,Fori Suite 4 pax the heart of Rome,Luca,I Centro Storico,41892,1248368,Entire home/apt
90,1084807,"St. Peter-Big, quiet & comfortable",Nicola,I Centro Storico,4190857,1245875,Entire home/apt,971672,St. Peter - Big and quiet apartment,Nicola,I Centro Storico,4191011,1246043,Entire home/apt
90,1170571,Very Nice Room in Magic Trastevere,Maurilio,I Centro Storico,4188885,124702,Private room,998048,Large and nice room in magic Trastevere,Maurilio,I Centro Storico,4188813,1247064,Private room
90,1195955,Dalmati House 4 apartment in Rome,Giovanni,II Parioli/Nomentano,4189846,1251537,Entire home/apt,1020482,Dalmati House 7 apartment in Rome,Giovanni,II Parioli/Nomentano,4190002,1251622,Entire home/apt
90,1196652,Dalmati House 2 apartment in Rome,Giovanni,II Parioli/Nomentano,4189882,1251541,Entire home/apt,1020482,Dalmati House 7 apartment in Rome,Giovanni,II Parioli/Nomentano,4190002,1251622,Entire home/apt
90,1196684,Dalmati House 1 apartment in Rome,Giovanni,II Parioli/Nomentano,4189924,12516,Entire home/apt,1020482,Dalmati House 7 apartment in Rome,Giovanni,II Parioli/Nomentano,4190002,1251622,Entire home/apt
90,1020482,Dalmati House 7 apartment in Rome,Giovanni,II Parioli/Nomentano,4190002,1251622,Entire home/apt,999135,Dalmati House 6 apartment in Rome,Giovanni,II Parioli/Nomentano,4189836,1251492,Entire home/apt
